product_name,category_id,brand,unit_price,stock_quantity,created_date
Adult Card,8,"Stewart, Bates and Olsen",109.82,87,2026-01-01
Hotel Language,3,"Moreno, Olsen and Love",926.32,483,2026-05-10
Give Left,6,Scott Group,129.93,369,2026-07-05
Standard Anything,8,Gonzalez Inc,1358.31,296,2026-06-17
Exactly Evidence,2,Carroll-Gaines,226.61,367,2026-02-25
Agree Large,3,Kent and Sons,852.77,186,2026-04-07
Like Material,8,"Johnson, Foster and Rios",561.81,57,2026-07-11
Policy Than,4,"Russo, Hawkins and Lewis",186.4,329,2026-04-24
Offer Miss,5,"Lang, Brown and Payne",18.5,439,2026-01-01
Show Positive,1,Vazquez Ltd,172.96,408,2026-04-27
Indicate Probably,2,"Patel, Thomas and Cook",1900.44,167,2026-05-09
Animal Can,1,Huber Ltd,1852.08,247,2026-01-10
State Computer,1,White LLC,509.69,120,2026-04-27
Pm Add,5,Conway and Sons,1067.29,336,2026-03-05
Wall Result,8,"Mack, Patton and Hoffman",1293.8,239,2026-02-16
Require Provide,3,Gutierrez-Larson,400.87,323,2026-02-01
Message Morning,5,Griffin-Clark,743.19,150,2026-02-05
Across Capital,3,"Howard, Kelly and Tucker",1323.78,347,2026-05-31
Close Group,1,"Hernandez, Norman and Hudson",610.61,57,2026-05-06
Mrs Success,5,Schmidt-Kennedy,1325.26,175,2026-01-08
Student Computer,7,Carroll Inc,508.82,324,2026-06-24
Soon Beyond,4,Hayes-Hughes,1015.58,72,2026-07-03
Ask Piece,3,Martin LLC,778.76,498,2026-05-12
Drive Knowledge,6,Sharp-Manning,342.47,407,2026-04-11
Should Leader,1,"Smith, Carter and Hammond",830.92,135,2026-03-04
Local Both,8,Martin Ltd,1866.39,39,2026-04-15
Focus Know,2,Smith Group,934.8,212,2026-05-19
Attack Medical,1,Suarez-Jones,1634.22,448,2026-01-09
Cost Form,8,Gibson Inc,390.1,57,2026-04-10
Stock Over,7,"Salinas, Long and Griffin",1270.13,129,2026-07-08
Beautiful Song,2,Morrow-Castro,1782.63,367,2026-04-06
Fill Billion,2,Castaneda LLC,1757.5,113,2026-01-25
Want Simple,3,Prince-Cole,1760.83,61,2026-04-13
Hospital Total,7,Nguyen PLC,1043.78,424,2026-01-22
Rest Parent,2,"Bryant, Peters and Shields",969.98,394,2026-01-20
Personal Process,1,Lee PLC,365.27,62,2026-03-28
Tax Produce,2,Wheeler-Mcdaniel,780.46,65,2026-03-03
Different What,2,"Parker, Smith and Barr",1507.48,308,2026-05-15
Concern Simple,4,"Young, Flores and Johnson",508.44,375,2026-03-01
Indeed International,4,Stevens Group,84.39,13,2026-05-09
Might Director,6,"Peterson, Smith and Bennett",452.03,182,2026-05-19
Owner Itself,4,Perez-Velez,943.92,287,2026-03-24
Age Myself,3,Hernandez-Wright,33.03,326,2026-06-21
Include Soon,8,Love-Hughes,580.51,274,2026-05-03
Friend Peace,5,Pena-Johnson,366.92,429,2026-05-29
Tree Car,4,Chambers Group,609.18,190,2026-03-19
Rest Better,8,"Brown, Garcia and Hernandez",686.59,243,2026-02-01
Quickly Worry,4,Green-Richardson,586.66,42,2026-05-07
Morning Continue,8,Santiago-Boyd,256.07,205,2026-05-06
Want Certain,6,"Moore, Chan and Anderson",1059.41,479,2026-04-26
Sit Conference,6,Moore-Chandler,357.57,192,2026-03-21
Require Hair,5,"Wolf, Moore and Rios",1225.84,36,2026-06-22
Animal Charge,1,"Henderson, Bates and Ellis",305.3,24,2026-02-06
Beyond Heavy,8,"Lee, Ward and Casey",296.55,79,2026-04-25
Walk Why,6,Ward-Mccarthy,738.12,103,2026-06-28
Very Time,4,Nelson PLC,1140.07,131,2026-02-08
Now Want,1,Hawkins-Hickman,1840.32,168,2026-03-12
Tv Current,3,"Bowers, Davis and Freeman",594.74,73,2026-04-08
She Wrong,5,Guzman PLC,911.46,92,2026-02-18
Share Myself,7,Smith and Sons,911.21,389,2026-06-01
Trip Program,6,Fitzpatrick-Lynn,1449.83,201,2026-01-14
Strong Exactly,1,Smith-Brown,515.1,454,2026-01-07
Whole Manager,1,Green-Mitchell,1612.87,154,2026-03-29
East Gun,5,Miller-Black,244.22,68,2026-06-04
Might Recent,6,Chambers-Garcia,1608.06,82,2026-05-03
Summer Policy,6,Villarreal-Thomas,33.24,50,2026-01-30
Exactly Cause,4,Mcdonald-Garcia,1025.19,353,2026-04-13
Point Sure,3,"Myers, Evans and Porter",858.75,400,2026-04-15
Manager Beat,6,Walters-Henson,503.1,447,2026-04-26
Near Economy,3,"Mclaughlin, Jones and Wilson",947.17,476,2026-03-19
Economic Try,5,Kennedy PLC,1957.59,438,2026-05-30
Key Daughter,5,Hernandez-Estrada,292.18,401,2026-03-07
Difficult Traditional,3,Fox-Arnold,1118.61,410,2026-06-28
Culture Turn,8,Nelson-Liu,869.63,495,2026-04-17
Term Fine,8,Copeland Inc,1393.31,198,2026-04-29
Hear Bed,5,Walker-Harvey,223.03,27,2026-05-10
Difference Major,8,Fry-Bowen,819.25,123,2026-02-25
Drug Exist,4,"Hunt, Johnson and Pierce",1010.24,424,2026-04-24
Method Him,1,Rodriguez and Sons,1668.23,15,2026-01-06
Compare Growth,8,Gallagher-Kim,1388.91,391,2026-06-03
Land Them,2,Ferguson LLC,1849.1,94,2026-06-04
Tv Feeling,6,"Brooks, Nelson and Sosa",1693.64,390,2026-05-02
Ok Look,6,"Stewart, Wiggins and Montgomery",247.01,294,2026-01-06
Shoulder Ago,7,Potter-Jones,1085.54,404,2026-06-26
Scene Machine,6,"Hobbs, Thomas and Roberts",486.43,41,2026-05-09
Fund Value,4,"Douglas, Jacobs and Atkins",1844.52,265,2026-01-26
Themselves Apply,7,Leach LLC,1719.28,186,2026-05-01
Door Out,4,"Miller, Murphy and Miller",645.82,185,2026-05-25
Pick Listen,2,Austin and Sons,332.93,488,2026-04-15
Run Should,6,Clark-Tucker,950.82,125,2026-03-30
Heart Officer,1,"Warren, Miller and Mills",951.28,500,2026-01-05
Relationship Very,6,Gates Inc,638.54,483,2026-02-13
Official Purpose,2,Thompson Group,76.04,316,2026-04-17
Career Material,7,Olsen-Holmes,390.85,479,2026-07-06
Management Relationship,3,Murphy Ltd,377.45,110,2026-06-15
Friend Wide,6,Torres-Stewart,1541.49,379,2026-04-06
Store All,6,Torres-Hill,1224.54,364,2026-03-29
Firm Outside,8,Gates and Sons,1271.7,245,2026-06-19
Modern End,5,"Jackson, Owens and Smith",998.86,373,2026-02-06
Road Enjoy,6,"Williams, Perkins and Cruz",303.05,334,2026-06-27
Measure Receive,6,"Rodriguez, Tucker and Carter",1487.64,390,2026-06-07
Above Senior,8,Bryant-Estrada,1159.39,472,2026-02-22
Hold Produce,3,Kelley and Sons,1071.47,169,2026-05-09
Establish Save,7,"Curtis, Powell and Brown",688.69,248,2026-02-01
Wall Still,1,"Smith, Bailey and Carney",1631.29,357,2026-06-28
City Administration,4,"Collins, Miles and Acosta",466.32,124,2026-05-19
Analysis Store,6,"Padilla, Taylor and Valencia",1553.37,121,2026-02-24
Later Force,6,Adams Inc,128.63,198,2026-02-23
Beautiful About,5,Henson-Smith,1542.9,409,2026-02-21
Image Difference,7,Payne-Miller,1917.77,424,2026-04-08
Onto Glass,8,Parrish LLC,1719.88,251,2026-03-24
Later Gun,8,Ross LLC,777.23,118,2026-06-20
Member Up,2,Patterson-Johnson,1888.97,46,2026-07-07
Whether Ball,2,"Jones, Estrada and Ponce",1370.14,130,2026-01-12
Those Team,2,Butler-Bennett,183.76,181,2026-02-20
Picture Movement,6,Jones and Sons,1229.03,185,2026-02-26
Bill Serve,4,Jones-Williams,1705.32,337,2026-05-22
Hot Treat,3,Andersen Inc,1184.02,337,2026-03-15
Several Environment,8,Leonard LLC,873.04,208,2026-06-12
Security Almost,5,"Grimes, White and Anderson",1986.1,437,2026-05-06
Quality Mind,4,Adams and Sons,1985.77,385,2026-01-01
Reveal Heavy,4,"Whitney, Hayes and White",943.05,157,2026-05-11
Since Attorney,2,"Roberson, Perez and Robinson",496.35,436,2026-03-26
Piece Particular,6,Rodriguez-Kirk,1734.9,497,2026-04-11
Life Suddenly,6,Garcia Ltd,1799.02,286,2026-05-19
Hour Eye,1,Pope Inc,1863.79,117,2026-01-09
Way Environment,5,West and Sons,1807.93,23,2026-04-04
Visit Instead,6,Wright-Spencer,1127.74,449,2026-06-23
Two Development,7,"Jimenez, Schneider and Garcia",1097.4,338,2026-02-14
Morning Machine,8,"Ho, May and Carter",1319.73,223,2026-06-09
Visit During,2,Miranda-Medina,1484.33,430,2026-06-04
Act Open,8,Savage Group,1178.51,141,2026-05-15
Production Staff,1,Richardson-Perez,1499.14,434,2026-06-14
All Red,4,Brown Inc,1729.87,228,2026-03-25
Available Return,2,"Butler, Marquez and Dean",215.26,96,2026-02-02
Cost Pick,1,Perez-Freeman,1340.04,283,2026-03-30
Direction Day,7,Reyes and Sons,1547.07,286,2026-05-16
Staff Security,6,"Woods, Conway and Jones",1114.65,68,2026-04-10
Choice Yard,7,"Ramirez, Kaufman and Roach",1137.28,32,2026-06-04
Seven Explain,8,Jefferson-Sanders,954.46,306,2026-06-28
Per Artist,3,Lawrence Ltd,1748.2,301,2026-04-02
Right Offer,8,"Murray, Murray and Benton",562.57,253,2026-03-11
For Along,4,"Mullins, Kemp and Robertson",442.19,231,2026-07-12
National South,7,Krause LLC,807.39,18,2026-02-20
Control Affect,6,Shaw-Hudson,245.03,464,2026-03-08
While Itself,7,"Hayes, Valenzuela and Thomas",717.53,463,2026-05-20
Box Trial,6,"Ramos, Leach and Mcclure",386.56,92,2026-02-28
To My,6,"Bender, Davila and Miller",921.17,234,2026-05-14
With Their,6,Smith-Drake,194.04,356,2026-01-13
Moment Easy,7,Smith-Walker,1018.94,226,2026-04-22
Skin Enter,7,Walker-Hill,1276.57,71,2026-07-06
This Value,7,"Whitehead, Bailey and Oconnor",1253.22,204,2026-05-11
Price Least,2,Smith Inc,1571.06,235,2026-03-29
Soon Design,6,Allen Group,908.24,220,2026-01-25
Owner Remain,6,Taylor and Sons,1383.26,477,2026-03-05
Nation Try,2,"Wilson, Anderson and Weeks",220.27,90,2026-06-24
Break Boy,3,Richards-Fischer,1520.39,112,2026-05-01
Director Member,7,"Harris, Smith and Howard",1344.18,188,2026-03-11
Ready Class,4,"Hernandez, Weber and Fuller",1118.81,137,2026-01-27
Coach Economy,8,Baker-Valentine,316.67,472,2026-01-16
Mother Until,2,Crane and Sons,1233.89,63,2026-06-07
Pass Possible,5,Clark Ltd,1531.94,412,2026-06-19
Nation Move,6,Alexander-Salazar,419.21,431,2026-05-23
Writer Carry,1,"Terrell, Wiley and Green",1253.6,256,2026-01-13
Evening Go,8,"Archer, Woods and Dorsey",1430.68,106,2026-05-05
Cost Put,6,Rubio PLC,1327.77,134,2026-03-25
Effect Deep,7,Evans-Walker,775.89,499,2026-01-11
Room Development,3,Marshall Group,1098.97,414,2026-06-21
Little Ground,8,Jones and Sons,1232.41,131,2026-05-23
Region Rather,2,"Shelton, Davis and Nielsen",24.02,256,2026-03-07
Major Everybody,2,Mayo-Sims,1174.61,256,2026-06-06
Tree Ten,5,Chavez LLC,1652.53,261,2026-01-10
Available System,1,Cook-Ellis,620.3,398,2026-04-14
Forget Capital,1,"Roach, Flynn and Miller",588.45,39,2026-02-15
Owner Phone,1,Kennedy Inc,1673.39,361,2026-05-04
Few Agree,4,Marquez-Ponce,956.92,34,2026-01-10
Determine Important,7,Sanchez Inc,79.25,288,2026-04-29
Reduce Middle,6,"Cross, Edwards and Reyes",1662.56,192,2026-02-24
Option Professional,1,Cruz-Rose,226.49,144,2026-04-27
Then Real,8,"Jones, Beasley and Johnson",1364.2,253,2026-06-23
Clear Director,6,"Williams, Jenkins and Middleton",1660.79,318,2026-01-30
Language Building,1,Bowman and Sons,177.72,31,2026-06-23
Responsibility Score,8,Wells-Cruz,545.3,292,2026-04-24
Thousand High,6,Boyer-Warner,339.96,493,2026-06-27
Perhaps Interview,6,Taylor and Sons,854.46,112,2026-06-13
Enter Good,3,Yang and Sons,1630.4,465,2026-04-17
Number City,6,Coleman Inc,183.46,406,2026-05-02
Whatever Exist,7,"Griffith, Sosa and Rogers",1801.73,180,2026-07-12
Hour Push,3,"Floyd, Myers and Acevedo",724.98,306,2026-05-27
Pass Feeling,3,"Franklin, Andersen and Weeks",1170.43,201,2026-05-28
Beautiful Science,6,"May, Daniel and Mcbride",374.44,477,2026-05-15
Development Nice,1,"Schneider, Campbell and Escobar",1290.27,436,2026-07-09
Sister Image,8,Rivera-Thompson,603.18,17,2026-04-14
Decide Field,2,"Nguyen, Olson and Castillo",1562.13,470,2026-05-27
Service Education,4,Myers-Mendez,430.64,133,2026-05-05
Himself Usually,8,"Frazier, Martin and Vance",1637.95,337,2026-05-07
Food Husband,1,"Dickerson, Ponce and Parker",742.11,431,2026-06-02
Before Piece,6,Morales-Huang,156.91,26,2026-06-18
One Father,2,Decker LLC,686.53,113,2026-04-12
Suggest Plant,2,Kennedy-Roth,1697.97,255,2026-04-02
Gun Able,8,"Anderson, Cortez and Perry",1255.39,125,2026-06-07
Blue Ahead,6,"Hebert, Estrada and Byrd",1676.64,78,2026-02-26
Kid Guy,7,Ford-Morrow,240.9,445,2026-01-15
Range Data,2,"Hartman, Campbell and Smith",949.5,394,2026-06-28
Morning Look,7,"Mcclure, Pennington and Hall",248.69,101,2026-05-08
Risk Guy,6,Cooper Inc,810.32,461,2026-06-14
This Trip,1,Montoya-Gomez,1200.64,226,2026-05-29
Technology Trade,2,"Martin, Baker and Cobb",849.63,195,2026-02-28
Sing Window,8,"Adams, Patel and Mason",897.54,351,2026-02-07
Increase Down,5,Roth-Smith,7.65,379,2026-02-15
Commercial Recent,8,Brown PLC,780.98,65,2026-03-02
Air Author,1,Russell-Stafford,857.14,167,2026-06-11
Stage Fund,1,Jones-Brown,1335.28,246,2026-05-11
Response Economic,2,Cowan-Walsh,1130.27,138,2026-04-30
Under Season,2,Lee-Rodriguez,1307.7,204,2026-03-02
Perhaps Amount,8,Bean-Lawrence,1718.28,208,2026-02-24
Everything Involve,1,Lozano Inc,779.04,261,2026-01-31
Me Candidate,1,Thomas Inc,1242.51,264,2026-06-08
Fish Ahead,7,Patel LLC,1588.56,285,2026-02-06
Skill Outside,3,Johnson-Hammond,1461.12,449,2026-03-07
Law Coach,3,Martinez-Beard,32.45,163,2026-05-03
Discussion Green,7,Howard PLC,1486.02,231,2026-07-12
Whole College,1,Clark and Sons,279.88,141,2026-07-11
Site Relationship,8,Taylor Inc,1269.81,89,2026-06-10
Artist Baby,4,"Ramirez, Parker and Williams",74.58,40,2026-05-10
Board Provide,6,Woods PLC,680.29,29,2026-03-18
Poor So,2,Lopez-Snow,646.98,271,2026-05-15
Husband Take,5,"Scott, Weiss and Meyer",1401.94,85,2026-05-23
Huge No,5,Ayala-Madden,1868.32,69,2026-05-19
Exist Other,8,"Turner, Brown and Yu",1324.12,148,2026-05-25
Up Way,7,"Reed, Velez and Henderson",1914.13,295,2026-01-08
Everything Serious,5,Day Inc,110.64,169,2026-01-02
Owner Early,6,Casey LLC,761.1,427,2026-06-30
Brother Want,4,Morgan Inc,393.97,448,2026-02-28
Popular Whom,7,Lee-Boyd,278.57,175,2026-06-23
Ground Than,3,Pierce Ltd,884.12,490,2026-01-01
Night Big,8,Burton Group,796.74,18,2026-01-01
Let Type,5,Ryan PLC,292.97,475,2026-06-07
Especially Focus,5,"Pace, Nelson and Alexander",1382.55,55,2026-06-16
Dinner Movement,8,"Gibbs, Gibson and Huber",1845.35,491,2026-04-17
Major Talk,2,"Bowman, Dennis and Lowe",1532.77,326,2026-03-29
Media Matter,8,Green-Sanchez,1119.28,385,2026-04-22
Ball Phone,8,Harvey-Velez,865.94,490,2026-01-19
College Marriage,3,Manning PLC,1891.18,173,2026-06-24
Charge Common,5,"Simmons, Riggs and Romero",9.74,136,2026-02-22
Section Bit,4,"Ball, Carlson and Thomas",847.84,372,2026-01-06
Late Either,6,Costa Ltd,695.46,459,2026-05-14
Effort Maybe,7,"Morse, Stuart and Shaw",51.6,309,2026-04-14
Former Teacher,6,"Davidson, Hansen and Barker",1934.09,44,2026-04-11
Industry Each,5,"Watson, Anderson and Johnson",1118.61,48,2026-06-17
Very Place,4,"Villegas, Duran and Stevens",536.36,185,2026-03-12
Role Continue,7,"Collins, Wheeler and Kennedy",1518.38,32,2026-04-18
Who Subject,5,"Massey, Brady and Stephens",397.49,479,2026-07-06
Help Identify,4,"Lynch, Mcclure and Benton",395.37,314,2026-01-07
Early Reach,4,"Powell, Pearson and Sloan",1402.07,471,2026-02-07
Newspaper If,5,"Hansen, Snyder and Rivas",1558.75,315,2026-03-12
Number Bill,8,"Snyder, Taylor and Munoz",119.98,159,2026-05-14
Modern Wonder,4,Edwards-Suarez,547.19,16,2026-05-15
Leader Government,7,Pena Inc,1195.9,295,2026-04-01
All Enjoy,4,Crosby Inc,1789.21,409,2026-04-14
Energy Support,3,Reynolds-Miller,1556.4,361,2026-07-02
Store Sign,6,Tran-Berry,1222.53,316,2026-07-08
More Of,5,Hudson-Foster,1665.99,194,2026-01-02
Cut Around,8,Lutz LLC,1159.55,453,2026-02-23
View Apply,3,Jordan Group,796.07,361,2026-07-01
Onto Live,3,"Jones, Walker and Rodriguez",1200.13,176,2026-05-02
Perhaps Something,3,Aguilar PLC,1673.32,169,2026-02-25
Minute Just,3,Rodriguez LLC,784.22,450,2026-01-10
Candidate Else,3,"Dyer, Price and Cervantes",1251.91,95,2026-01-14
Top Finally,1,Mcdonald-Campos,872.39,196,2026-04-07
Forget Spring,8,"Hernandez, Weber and Nguyen",1529.03,271,2026-06-04
Change Figure,6,"Taylor, Lozano and Richardson",643.18,249,2026-02-15
Team Whether,6,Butler-Watson,608.08,62,2026-04-08
Find Meeting,1,Green Group,298.41,418,2026-05-03
